Kenteken,Voertuigsoort,Merk,Handelsbenaming,Datum tenaamstelling,Inrichting,Aantal zitplaatsen,Eerste kleur,Aantal cilinders,Cilinderinhoud,Europese voertuigcategorie
46HTJS,Personenauto,FIAT,FIAT PUNTO,20220406,hatchback,5,GRIJS,4,"1,242",M1
59TXX5,Personenauto,TOYOTA,TOYOTA AYGO,20120504,hatchback,4,WIT,3,998,M1
VFP96S,Bedrijfsauto,TOYOTA,HILUX,20200317,pick-up truck,2,N.v.t.,4,"2,393",N1
N324FG,Personenauto,TOYOTA,TOYOTA YARIS CROSS,20210930,hatchback,5,ZWART,3,"1,490",M1
XZ599K,Personenauto,CITROEN,C5 AIRCROSS,20190410,MPV,5,WIT,3,"1,199",M1
44ZSH1,Personenauto,SUZUKI,SWIFT,20220223,hatchback,5,GRIJS,4,"1,328",M1
2XNJ00,Personenauto,VOLVO,V70,20140926,stationwagen,5,GROEN,4,"1,999",M1
81VPLX,Bedrijfsauto,FORD,F 150 LARIAT,20191023,open wagen,6,N.v.t.,8,"5,400",N1
26JTRH,Personenauto,VOLKSWAGEN,GOLF,20220408,hatchback,5,GRIJS,4,"1,390",M1
HFTX39,Personenauto,MAZDA,MIATA MX-5 U9,20220707,cabriolet,2,ROOD,4,"1,598",M1
FBB83J,Bromfiets,LA SOURIS,SOURINI,20200624,N.v.t.,2,N.v.t.,1,50,L1
XG436N,Personenauto,AUDI,A4 ALLROAD QUATTRO,20220330,stationwagen,5,GRIJS,4,"1,968",M1
MX96DP,Motorfiets,HONDA,VT 600 C SHADOW,19990827,Niet geregistreerd,,N.v.t.,2,583,L3
45JRB1,Personenauto,RENAULT,MEGANE,20200129,coupe,5,ORANJE,4,"1,598",M1
GF114P,Personenauto,OPEL,ASTRA,20150504,hatchback,5,GRIJS,4,"1,364",M1
95JHB8,Personenauto,TOYOTA,TOYOTA AVENSIS,20210922,MPV,5,BLAUW,4,"1,798",M1
80TGJ6,Personenauto,KIA,SPORTAGE,20160121,MPV,5,GRIJS,4,"1,591",M1
RS331H,Personenauto,TOYOTA,TOYOTA YARIS,20180118,MPV,5,GRIJS,4,"1,329",M1
86NTPP,Personenauto,SAAB,SAAB 9-3,20220407,sedan,5,ZWART,4,"1,998",M1
GD733N,Personenauto,LAND ROVER,RANGE ROVER EVOQUE,20200530,stationwagen,5,GRIJS,4,"2,179",M1
V885FS,Bedrijfsauto,RENAULT,KANGOO,20210304,gesloten opbouw,2,N.v.t.,4,"1,598",N1
34RB80,Bedrijfsauto,TOYOTA,LAND CRUISER FJ40 HARDTOP,20220709,gesloten opbouw,,N.v.t.,6,,N1
FHN58S,Bromfiets,PEUGEOT,STREETZONE,20210818,N.v.t.,2,N.v.t.,1,49,L1
81LPPG,Personenauto,PEUGEOT,PARTNER,20200901,MPV,5,GEEL,4,"1,360",M1
57TZP6,Personenauto,KIA,PICANTO,20120512,MPV,5,WIT,3,998,M1
1777PM,Personenauto,CITROEN,AYA2 A DYANE LUXE,20150323,sedan,4,BLAUW,2,602,M1
99XJLK,Personenauto,RENAULT,MEGANE,20220709,cabriolet,4,ZWART,4,"1,998",M1
H269RP,Personenauto,MERCEDES-AMG,AMG C63 S,20211119,stationwagen,5,GRIJS,8,"3,982",M1
65NGL8,Personenauto,SUZUKI,SX4,20220709,hatchback,5,WIT,4,"1,586",M1
39XZPF,Personenauto,SUZUKI,SWIFT,20110601,hatchback,5,WIT,4,"1,328",M1
N602BP,Personenauto,OPEL,ASTRA,20210916,hatchback,5,GRIJS,3,"1,199",M1
99RFK3,Personenauto,HYUNDAI,I 30CW,20180712,MPV,5,ZWART,4,"1,396",M1
ZK394R,Personenauto,VOLKSWAGEN,TIGUAN,20190627,stationwagen,5,ZWART,4,"1,390",M1
MNGX20,Motorfiets,BMW,R 1200 RT,20070419,Niet geregistreerd,2,N.v.t.,2,"1,170",L3
68ZHHX,Personenauto,PEUGEOT,207,20110615,cabriolet,4,BLAUW,4,"1,598",M1
DHX50Z,Bromfiets,RIYA,RY50QT-16,20160922,N.v.t.,2,N.v.t.,1,49,L1
14GGS3,Personenauto,HYUNDAI,I 10,20191104,MPV,5,ZWART,4,"1,086",M1
25LRNV,Personenauto,MERCEDES-BENZ,A 140,20191022,stationwagen,5,GRIJS,4,"1,397",M1
SB239Z,Personenauto,SUZUKI,SWIFT,20180316,hatchback,5,BLAUW,4,"1,242",M1
JJPH13,Personenauto,VOLVO,850 E2,20220709,stationwagen,,ROOD,5,"2,435",M1
MRTS52,Motorfiets,APRILIA,RR,20220408,Niet geregistreerd,2,N.v.t.,2,998,L3
87SNSH,Personenauto,BMW,3ER REIHE,20211209,sedan,5,BLAUW,4,"1,995",M1
22BJJ8,Bedrijfsauto,MERCEDES-BENZ,ACTROS,20170421,opleggertrekker,2,N.v.t.,6,"10,677",N3
RV362N,Personenauto,VOLKSWAGEN,GOLF,20210417,stationwagen,5,ZWART,4,"1,390",M1
XR222P,Personenauto,AUDI,A5 SPORTBACK,20210903,hatchback,5,GRIJS,4,"1,984",M1
43KXD2,Personenauto,AUDI,AUDI A3,20220617,stationwagen,5,ZWART,4,"1,798",M1
ZF0511,Motorfiets,BMW,R27,20011005,Niet geregistreerd,,N.v.t.,1,245,L3
J045RS,Personenauto,VOLKSWAGEN,TIGUAN,20220709,stationwagen,5,ZWART,4,"1,984",M1
ZF898P,Personenauto,BMW,M5,20220614,sedan,5,GRIJS,8,"4,395",M1
6SBR20,Personenauto,AUDI,AUDI A2,20130829,hatchback,4,BLAUW,4,"1,390",M1
DTR58Z,Bromfiets,DERBI,N/A,20220709,N.v.t.,2,N.v.t.,1,50,L1
G710RL,Personenauto,MERCEDES-BENZ,E 220 D,20191120,sedan,5,ZWART,4,"1,950",M1
7XPJ95,Personenauto,PEUGEOT,PEUGEOT 108,20160108,hatchback,4,GRIJS,3,998,M1
L405KR,Personenauto,BMW,114I,20220525,stationwagen,5,ZWART,4,"1,598",M1
62TPFH,Personenauto,VOLVO,V70,20200314,stationwagen,5,BLAUW,5,"2,435",M1
04XRZS,Personenauto,MERCEDES-BENZ,C 200 KOMPRESSOR,20220408,sedan,5,BEIGE,4,"1,796",M1
ZD378R,Personenauto,PEUGEOT,108,20190618,hatchback,4,ZWART,3,998,M1
J202NZ,Personenauto,TESLA,MODEL 3,20200926,sedan,5,BLAUW,,,M1
40BBDV,Bedrijfsauto,LAND ROVER,DEFENDER 90 TD5 HARD TOP.HR,20220223,gesloten opbouw,,N.v.t.,5,"2,495",N1
V026GP,Bedrijfsauto,VOLKSWAGEN,CADDY,20220215,gesloten opbouw,2,N.v.t.,4,"1,968",N1
PN407K,Personenauto,BMW,328I,20181208,stationwagen,5,ZWART,4,"1,997",M1
XP267V,Personenauto,JAGUAR,JAGUAR F-PACE,20190228,stationwagen,5,ZWART,4,"1,999",M1
KG652K,Personenauto,FIAT,PANDA,20201109,MPV,4,WIT,2,875,M1
P868KG,Personenauto,MAZDA,MAZDA CX-30,20220331,stationwagen,5,BLAUW,4,"1,998",M1
VV526R,Bedrijfsauto,PEUGEOT,PEUGEOT BOXER,20210510,kipper,7,N.v.t.,4,"2,198",N1
19MNDV,Motorfiets,HARLEY DAVIDSON,SOFT TAIL COSTUM,20201228,Niet geregistreerd,2,N.v.t.,2,"1,340",L3
N437RF,Personenauto,VOLKSWAGEN,POLO,20211211,hatchback,5,ZWART,3,"1,198",M1
FBH89V,Bromfiets,SXT,ES17,20200709,N.v.t.,1,N.v.t.,,,L1
26BNNZ,Bedrijfsauto,VOLKSWAGEN,TRANSPORTER,20130606,gesloten opbouw,,N.v.t.,5,"2,461",N1
58PGDT,Personenauto,MAZDA,MAZDA 2,20181204,stationwagen,5,ZWART,4,"1,596",M1
ZV852R,Personenauto,MERCEDES-BENZ,GLA 180,20220709,stationwagen,5,WIT,4,"1,595",M1
05NXPG,Personenauto,VOLKSWAGEN,GOLF,20220107,hatchback,5,GRIJS,4,"1,390",M1
H551XP,Personenauto,TESLA,MODEL 3,20200624,sedan,5,ZWART,,,M1
97BHJ3,Bedrijfsauto,DAF,CF 440 FT,20190307,opleggertrekker,2,N.v.t.,6,"10,837",N3
92KDP4,Personenauto,BMW,1ER REIHE,20210723,stationwagen,4,GRIJS,4,"1,995",M1
SX865X,Personenauto,OPEL,MOKKA X,20200518,MPV,5,BLAUW,4,"1,364",M1
20WDS7,Middenasaanhangwagen,ERIBA,TROLL 542,20220408,caravan,,N.v.t.,,,O2
35ZRKB,Personenauto,SUZUKI,SWIFT,20200217,hatchback,4,ROOD,4,"1,328",M1
5TNS11,Personenauto,TOYOTA,TOYOTA YARIS,20140415,MPV,5,ZWART,3,998,M1
SX071N,Personenauto,SMART,FORFOUR,20180629,sedan,4,ZWART,3,999,M1
19MBNB,Motorfiets,KAWASAKI,Z750,20120427,Niet geregistreerd,2,N.v.t.,4,748,L3
SK377T,Personenauto,TOYOTA,TOYOTA C-HR,20220617,hatchback,5,GRIJS,4,"1,798",M1
98MNBP,Motorfiets,HONDA,CB500XA,20220709,Niet geregistreerd,2,N.v.t.,2,471,L3
79DFBT,Personenauto,MAZDA,MAZDA DEMIO,20190223,stationwagen,5,GRIJS,4,"1,324",M1
43RVRG,Personenauto,SAAB,SAAB 9-3,20220709,sedan,5,ZWART,4,"1,796",M1
VNK27X,Bedrijfsauto,MERCEDES-BENZ,SPRINTER MULTICAB,20211210,gesloten opbouw,5,N.v.t.,6,"2,987",N1
44MNGP,Motorfiets,TRIUMPH,TIGER 900 RALLY PRO,20220709,Niet geregistreerd,2,N.v.t.,3,888,L3
L720SR,Personenauto,TESLA,MODEL S,20210720,hatchback,5,BLAUW,,,M1
70HSZB,Personenauto,VOLKSWAGEN,GOLF SYNCRO 140 KW E2,20071121,hatchback,,ZWART,6,"2,861",M1
15MHKF,Motorfiets,SUZUKI,GSX-R1000,20191122,Niet geregistreerd,2,N.v.t.,4,988,L3
DFL63B,Bromfiets,IVA,IBIZA,20220405,N.v.t.,2,N.v.t.,1,50,L1
TDF74V,Land- of bosbouwtrekker,MASSEY FERGUSON,MF 7720 S,20210215,Niet geregistreerd,,N.v.t.,,,T
74TSRL,Personenauto,FIAT,FIAT PANDA,20210507,hatchback,4,ZWART,4,"1,242",M1
68PKR4,Personenauto,DETHLEFFS,A6970,20210327,kampeerwagen,6,WIT,4,"2,800",M1
91RGZN,Personenauto,SEAT,IBIZA,20210102,hatchback,5,GROEN,4,"1,390",M1
8SXS40,Personenauto,VOLKSWAGEN,UP,20170429,hatchback,4,GRIJS,3,999,M1
95FGK1,Bromfiets,TOMOS,A35 (B/ DISCO/ DG),20220709,N.v.t.,,N.v.t.,,49,L1
TFB18G,Land- of bosbouwtrekker,MASSEY FERGUSON,7715,20210317,Niet geregistreerd,,N.v.t.,,,T
SR019R,Personenauto,AUDI,Q5,20220709,stationwagen,5,GRIJS,4,"1,968",M1
60LZDN,Personenauto,TOYOTA,TOYOTA COROLLA,20200415,hatchback,5,GRIJS,4,"1,796",M1
41NFBG,Personenauto,FORD,FIESTA,20181201,hatchback,5,BLAUW,4,"1,242",M1
06TDF3,Personenauto,NISSAN,NISSAN JUKE,20170325,MPV,5,ROOD,4,"1,598",M1
FL549P,Bromfiets,PEUGEOT,LUDIX,20210717,N.v.t.,2,N.v.t.,1,50,L1
THS48N,Land- of bosbouwtrekker,PASQUALI,906,20220617,Niet geregistreerd,,N.v.t.,,,T
VFJ69V,Bedrijfsauto,CITROEN,BERLINGO,20200226,gesloten opbouw,2,N.v.t.,4,"1,499",N1
VZ641P,Bedrijfsauto,CITROEN,BERLINGO,20161007,gesloten opbouw,2,N.v.t.,4,"1,560",N1
HLBZ13,Personenauto,SUBARU,JUSTY 1.2 SI U9,20050722,hatchback,,ROOD,3,"1,189",M1
72NHK7,Personenauto,HONDA,HONDA CR-V,20100910,MPV,5,GRIJS,4,"1,997",M1
K869XV,Personenauto,SEAT,LEON,20220406,MPV,5,GRIJS,4,"1,390",M1
GJ902D,Personenauto,PEUGEOT,308,20150528,cabriolet,4,WIT,4,"1,598",M1
SN730F,Personenauto,VOLKSWAGEN,GOLF,20181006,stationwagen,5,ZWART,4,"1,197",M1
RD677L,Personenauto,OPEL,INSIGNIA GRAND SPORT,20200619,hatchback,5,BLAUW,4,"1,490",M1
4TSH61,Personenauto,RENAULT,CAPTUR,20220709,hatchback,5,ORANJE,3,898,M1
VPG61K,Bedrijfsauto,RENAULT,MASTER,20220401,gesloten opbouw,3,N.v.t.,4,"2,299",N1
DHJ85P,Bromfiets,SENZO,SENZO RIVA LUX,20210824,N.v.t.,2,N.v.t.,1,49,L1
04BLF7,Bedrijfsauto,DAF,XF 480 FTG,20180907,opleggertrekker,2,N.v.t.,6,"12,902",N3
99LTPF,Personenauto,RENAULT,R4,20120428,hatchback,,WIT,4,,M1
K411VR,Personenauto,HONDA,HONDA CR-V,20210402,MPV,5,BRUIN,4,"1,997",M1
K688BV,Personenauto,TESLA,MODEL 3,20201208,sedan,5,WIT,,,M1
69DJS1,Bromfiets,PEUGEOT,ZENITH,20090114,N.v.t.,,N.v.t.,,49,L1
9VGZ06,Bedrijfsauto,VOLKSWAGEN,"CADDY 75 KW BESTEL 1,6",20210408,gesloten opbouw,2,N.v.t.,4,"1,595",N1
42TVL5,Personenauto,TOYOTA,TOYOTA YARIS,20150418,MPV,5,GROEN,3,998,M1
JF259J,Personenauto,RENAULT,KADJAR,20210727,stationwagen,5,BRUIN,4,"1,197",M1
11KRF3,Personenauto,OPEL,AGILA,20201215,stationwagen,5,BLAUW,4,"1,242",M1
GJ758Z,Personenauto,MERCEDES-BENZ,SPRINTER,20150629,MPV,9,WIT,4,"2,143",M1
G359FV,Personenauto,VOLKSWAGEN,GOLF,20191024,stationwagen,5,GRIJS,4,"1,498",M1
16TTTZ,Personenauto,DAIHATSU,SIRION,20220223,hatchback,5,BEIGE,4,"1,298",M1
HZ410V,Personenauto,SKODA,OCTAVIA,20220524,stationwagen,5,ZWART,4,"1,598",M1
85KBD7,Personenauto,AUDI,AUDI A8,20151219,sedan,5,ZWART,8,"4,134",M1
14MKVV,Motorfiets,SUZUKI,DL650,20190620,Niet geregistreerd,2,N.v.t.,2,645,L3
80ZKVS,Personenauto,TOYOTA,TOYOTA YARIS,20160522,MPV,5,GRIJS,4,"1,298",M1
TS625D,Personenauto,SKODA,OCTAVIA,20181025,stationwagen,5,BLAUW,3,999,M1
33PZS2,Personenauto,TOYOTA,TOYOTA YARIS VERSO,20141022,stationwagen,5,BLAUW,4,"1,299",M1
70MDDZ,Motorfiets,HARLEY DAVIDSON,FLHRC ROAD KING CLASSIC,20130406,Niet geregistreerd,2,N.v.t.,2,"1,690",L3
92RPRT,Personenauto,VOLKSWAGEN,POLO,20080617,hatchback,5,ZWART,4,"1,896",M1
9TGX44,Personenauto,VOLKSWAGEN,TIGUAN,20191101,stationwagen,5,ZWART,4,"1,390",M1
KT627K,Personenauto,SUZUKI,IGNIS,20180324,hatchback,4,WIT,4,"1,242",M1
V619NF,Bedrijfsauto,RENAULT,KANGOO,20200826,gesloten opbouw,2,N.v.t.,4,"1,461",N1
K650ZL,Personenauto,TESLA,MODEL 3,20210430,sedan,5,GRIJS,,,M1
84NHGG,Personenauto,TOYOTA,TOYOTA YARIS,20030923,hatchback,5,GRIJS,4,"1,497",M1
40JLGR,Personenauto,BMW,Z REIHE,20020920,cabriolet,2,GRIJS,6,"2,171",M1
12XNLP,Personenauto,TOYOTA,TOYOTA YARIS,20170517,MPV,5,ZWART,3,998,M1
26RXXD,Personenauto,VOLVO,S60,20181123,sedan,5,ROOD,5,"2,435",M1
HN524K,Personenauto,VOLKSWAGEN,GOLF,20201202,stationwagen,5,ZWART,4,"1,395",M1
ZBVB52,Personenauto,NISSAN,NISSAN ALMERA,20180813,hatchback,5,GROEN,4,"1,392",M1
40KBZ5,Personenauto,NISSAN,NISSAN QASHQAI,20220708,MPV,5,BLAUW,4,"1,997",M1
L215HP,Personenauto,DACIA,DUSTER,20210529,stationwagen,5,BLAUW,4,"1,332",M1
82ZKTL,Personenauto,OPEL,TIGRA,20210602,cabriolet,2,ZWART,4,"1,364",M1
7XPX60,Personenauto,VOLKSWAGEN,GOLF,20160719,stationwagen,5,GRIJS,4,"1,595",M1
MX60NY,Motorfiets,SUZUKI,GSX 1100 F,20001028,Niet geregistreerd,,N.v.t.,4,"1,127",L3
7XRH88,Personenauto,PEUGEOT,2008,20180112,stationwagen,5,GRIJS,3,"1,199",M1
FJ246P,Bromfiets,ZUNDAPP,517-05,20070810,N.v.t.,,N.v.t.,0,50,L1
FGH47T,Bromfiets,SUPER SOCO,N/A,20210420,N.v.t.,2,N.v.t.,,,L1
FDX46D,Bromfiets,ELVECO,PRO,20201113,N.v.t.,1,N.v.t.,,,L1
GX803X,Personenauto,OPEL,KARL/VIVA,20180612,hatchback,5,BLAUW,3,999,M1
DV598P,Bromfiets,HONDA,C 50,20061030,N.v.t.,,N.v.t.,,49,L1
MT73HV,Motorfiets,YAMAHA,XV 750,19940819,Niet geregistreerd,,N.v.t.,2,749,L3
69LKSR,Personenauto,FORD,FUSION,20181219,MPV,5,ROOD,4,"1,388",M1
18XPSL,Personenauto,TOYOTA,TOYOTA YARIS,20150711,MPV,5,GRIJS,4,"1,298",M1
H197ZK,Personenauto,VOLKSWAGEN,POLO,20200701,hatchback,5,GRIJS,3,999,M1
71LJN5,Personenauto,VOLKSWAGEN,GOLF,20220709,stationwagen,5,GRIJS,4,"1,984",M1
93FVFV,Personenauto,NISSAN,NISSAN MICRA,20220525,hatchback,5,ZWART,4,"1,275",M1
TH881H,Personenauto,AUDI,A3 LIMOUSINE,20180810,sedan,5,GRIJS,4,"1,498",M1
8SNB73,Personenauto,RENAULT,CLIO,20191014,stationwagen,5,WIT,3,898,M1
2ZPF57,Personenauto,BMW,328I,20220408,sedan,5,GRIJS,4,"1,997",M1
VK043V,Bedrijfsauto,VOLKSWAGEN,TRANSPORTER,20141113,gesloten opbouw,3,N.v.t.,4,"1,968",N1
K594XH,Personenauto,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,20220525,stationwagen,5,ROOD,4,"2,360",M1
RX565H,Personenauto,PORSCHE,944,20180504,coupe,2,ZWART,4,"2,479",M1
11FLF4,Bromfiets,CYCLESTAR,PLUVIER,20060504,N.v.t.,,N.v.t.,0,,L1
V361FH,Bedrijfsauto,MERCEDES-BENZ,ML 270 CDI,20220617,gesloten opbouw,2,N.v.t.,5,"2,685",N1
42NZX7,Personenauto,RENAULT,MEGANE,20200327,cabriolet,4,WIT,4,"1,397",M1
63XKP2,Personenauto,KARMANN MOBIL,DAVIS 590,20220407,kampeerwagen,4,GRIJS,4,"2,287",M1
ZF207F,Personenauto,TOYOTA,TOYOTA C-HR,20220408,hatchback,5,ZWART,4,"1,798",M1
MV51BN,Motorfiets,BMW,K1100LT,20191107,Niet geregistreerd,,N.v.t.,4,"1,093",L3
10LJG2,Personenauto,FIAT,FIAT PUNTO,20190326,MPV,5,ROOD,4,"1,368",M1
RD872G,Personenauto,DACIA,DUSTER,20220709,stationwagen,5,BRUIN,4,"1,197",M1
P061XP,Personenauto,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,20220630,stationwagen,5,ROOD,4,"2,360",M1
MPNX66,Motorfiets,KAWASAKI,VN 1500 MEAN STREAK,20180111,Niet geregistreerd,2,N.v.t.,2,"1,471",L3
P046TH,Personenauto,CHAUSSON,TRIGANO FD2,20220707,kampeerwagen,4,WIT,4,"2,198",M1
P688LG,Personenauto,RENAULT,ARKANA E-TECH,20220419,hatchback,5,ZWART,4,"1,598",M1
74BBK2,Bedrijfsauto,VOLVO,FH16 600 6X2,20130111,afneembare bovenbouw,2,N.v.t.,6,"16,123",N3
VR421R,Bedrijfsauto,FORD,TRANSIT,20220408,gesloten opbouw,3,N.v.t.,4,"2,198",N1
2SJV33,Personenauto,MINI,MINI,20220429,hatchback,4,BRUIN,4,"1,598",M1
92VVH9,Bedrijfsauto,FORD,TRANSIT 300S FD VAN 110 LR 4.23,20170710,gesloten opbouw,3,N.v.t.,4,"2,198",N1
T96BLD,Motorrijtuig met beperkte snelheid,CLARK,TM 15 L,20220111,Niet geregistreerd,,N.v.t.,,,Z
88JXTT,Personenauto,VOLKSWAGEN,GOLF,20060310,stationwagen,5,GRIJS,4,"1,896",M1
1534XV,Personenauto,VOLKSWAGEN,135021,20220406,Niet geregistreerd,,GEEL,4,,M1
2XFT00,Personenauto,KIA,"PICANTO,SA",20220709,hatchback,5,ZWART,4,"1,086",M1
KF954R,Personenauto,MERCEDES-BENZ,A 180,20200711,stationwagen,5,BRUIN,4,"1,595",M1
HH451F,Personenauto,SUZUKI,SPLASH,20170310,stationwagen,5,ZWART,3,996,M1
14RNT7,Personenauto,FIAT,FIAT PANDA,20220709,MPV,4,WIT,4,"1,242",M1
D898HS,Bromfiets,BBS,BBS50QT-9,20181210,N.v.t.,2,N.v.t.,1,50,L1
22NLL8,Personenauto,HONDA,JAZZ,20101011,hatchback,5,GRIJS,4,"1,339",M1
KX917T,Personenauto,SUZUKI,SWIFT,20161223,hatchback,5,BRUIN,4,"1,242",M1
38GKFS,Personenauto,VOLKSWAGEN,LUPO,20110611,hatchback,4,ZWART,4,"1,390",M1
80TNVP,Personenauto,MAZDA,MAZDA 2,20220525,stationwagen,5,GRIJS,4,"1,388",M1
DZ259V,Bromfiets,PEUGEOT,S1,20130903,N.v.t.,,N.v.t.,1,49,L1
48NNZF,Personenauto,FORD,KA,20201123,hatchback,4,ZWART,4,"1,299",M1
NK783K,Personenauto,VOLVO,V40,20180608,MPV,5,GRIJS,4,"1,498",M1
HL722X,Personenauto,SKODA,OCTAVIA,20200604,stationwagen,5,GRIJS,4,"1,197",M1
OR83YK,Oplegger,BERGER,LTN,20190605,huifopbouw,,N.v.t.,,,O4
9KPN63,Personenauto,MERCEDES-BENZ,CLA 180,20211123,sedan,5,GRIJS,4,"1,595",M1
BVFB55,Bedrijfsauto,DAF,FA XF 105,20080625,gesloten opbouw,4,N.v.t.,6,"12,902",N3
PG801T,Personenauto,VOLKSWAGEN,GOLF,20200319,stationwagen,5,ZWART,3,999,M1
MZ07RV,Motorfiets,HONDA,SD01,20080628,Niet geregistreerd,,N.v.t.,2,995,L3
OK09HX,Oplegger,PACTON,T3-001,20220525,open wagen,,N.v.t.,,,O4
TRF49N,Land- of bosbouwtrekker,NEUSON,6503 WD,20211108,Niet geregistreerd,,N.v.t.,,,T
L301PH,Personenauto,TOYOTA,TOYOTA C-HR,20210909,hatchback,5,ZWART,4,"1,798",M1
HS700S,Personenauto,TOYOTA,TOYOTA YARIS,20151224,MPV,5,BRUIN,4,"1,329",M1
RH334D,Personenauto,CI,ELLIOT 55 P,20200527,kampeerwagen,4,WIT,4,"2,287",M1
J030GT,Personenauto,VOLKSWAGEN,POLO,20220428,hatchback,5,GRIJS,3,"1,422",M1
N140HP,Personenauto,OPEL,ASTRA SPORTS TOURER+,20211027,stationwagen,5,GRIJS,3,"1,199",M1
40ZRNG,Personenauto,VOLKSWAGEN,GOLF,20090331,stationwagen,5,GRIJS,4,"1,598",M1
G616KB,Personenauto,MERCEDES-BENZ,VITO TOURER,20191118,MPV,8,WIT,4,"1,950",M1
BVXF40,Bedrijfsauto,MERCEDES-BENZ,ATEGO 816 L,20090401,gesloten opbouw,2,N.v.t.,4,"4,249",N2
DJ002D,Bromfiets,SPARTA,SPARTA MET,20060922,N.v.t.,,N.v.t.,,30,L1
11VRD7,Bedrijfsauto,VOLKSWAGEN,TRANSPORTER BESTEL D 128 KW AUT,20220407,gesloten opbouw,3,N.v.t.,5,"2,461",N1
81ZRJ7,Personenauto,KIA,PICANTO,20190905,MPV,5,GRIJS,3,998,M1
JG779R,Personenauto,VOLKSWAGEN,GOLF,20220709,cabriolet,4,GRIJS,4,"1,598",M1
DGT20B,Bromfiets,KYMCO,AGILITY50,20220429,N.v.t.,2,N.v.t.,1,49,L1
2VSR82,Bedrijfsauto,LAND ROVER,DISCOVERY 4 COMMERCIAL,20180525,gesloten opbouw,2,N.v.t.,6,"2,993",N1
74JGG5,Personenauto,CITROEN,C5,20110608,stationwagen,5,GRIJS,4,"1,997",M1
38SRZT,Personenauto,VOLVO,V50,20210703,stationwagen,5,GRIJS,4,"1,798",M1
KZ02JR,Personenauto,CITROEN,BURTON,20160928,cabriolet,,BEIGE,2,,M1
XT036X,Personenauto,TESLA,MODEL 3,20190328,sedan,5,WIT,,,M1
85KPS5,Personenauto,VOLVO,V50,20210529,stationwagen,5,GRIJS,4,"1,798",M1
JH349L,Personenauto,HYUNDAI,TUCSON,20201107,MPV,5,GRIJS,4,"1,591",M1
42SVF7,Personenauto,KIA,PICANTO,20120114,MPV,5,ZWART,4,"1,248",M1
1KXB48,Personenauto,TOYOTA,TOYOTA AYGO,20220709,hatchback,4,GRIJS,3,998,M1
44LJFT,Personenauto,MAZDA,MAZDA MX-5,20220129,cabriolet,2,GRIJS,4,"1,598",M1
3TLX04,Personenauto,SMART,SMART ROADSTER,20180129,hatchback,2,GRIJS,3,698,M1
06MFTG,Motorfiets,HONDA,VFR800X,20170422,Niet geregistreerd,2,N.v.t.,4,782,L3
GK663H,Personenauto,CITROEN,CITROEN C1,20220709,hatchback,4,ROOD,3,998,M1
9TBD27,Personenauto,SUZUKI,ALTO,20140814,hatchback,4,ZWART,3,996,M1
JV191K,Personenauto,VOLVO,XC90,20170502,MPV,7,ZWART,4,"1,969",M1
NZ291J,Personenauto,RENAULT,CAPTUR,20210205,hatchback,5,WIT,4,"1,197",M1
N167PD,Personenauto,VOLKSWAGEN,POLO,20211130,hatchback,5,GRIJS,3,999,M1
36SBVX,Personenauto,RENAULT,MEGANE SCENIC,20051114,MPV,5,BLAUW,4,"1,598",M1
68TFLR,Personenauto,CITROEN,CITROEN C1,20220708,hatchback,4,ZWART,3,998,M1
20ZFKX,Personenauto,CITROEN,CITROEN C1,20081103,hatchback,4,GRIJS,3,998,M1
PH935F,Personenauto,MERCEDES-BENZ,B 180,20210923,stationwagen,5,BLAUW,4,"1,595",M1
03LLHX,Personenauto,OPEL,ASTRA-G,20220428,sedan,5,GRIJS,4,"1,598",M1
08PPGH,Personenauto,FIAT,FIAT PUNTO,20150223,hatchback,5,GRIJS,4,"1,242",M1
LV29GJ,Personenauto,OPEL,KADETT HATCHBACK 1.2 SC,19980221,hatchback,,ROOD,4,"1,196",M1
11NHNR,Personenauto,RENAULT,TWINGO,20210827,hatchback,4,BLAUW,4,"1,149",M1
2SGL43,Personenauto,JEEP,WRANGLER,20220709,stationwagen,5,ZWART,6,"3,778",M1
HV443H,Personenauto,VOLVO,V60 TWIN ENGINE,20210320,stationwagen,5,ZWART,5,"2,400",M1
2VGD66,Bedrijfsauto,FORD,F 150,20100107,open laadvloer,5,N.v.t.,8,"5,408",N1
JV371R,Personenauto,BMW,440I,20210618,cabriolet,4,ZWART,6,"2,998",M1
DBJ76H,Bromfiets,YAMAHA,NS50N,20220709,N.v.t.,2,N.v.t.,1,49,L1
71PSTN,Personenauto,SUZUKI,ALTO,20180623,hatchback,4,BLAUW,4,"1,061",M1
T63BHZ,Land- of bosbouwtrekker,JOHN DEERE,ONBEKEND,20220106,Niet geregistreerd,,N.v.t.,,,T
25YB62,Personenauto,ALPINE-RENAULT,A110-1300VC,20060421,coupe,2,BLAUW,4,"1,289",M1
7XZJ03,Personenauto,RENAULT,CLIO,20220223,hatchback,5,WIT,3,898,M1
DTF49H,Bromfiets,SYM,FIDDLE,20190302,N.v.t.,2,N.v.t.,1,49,L1
20ZLGS,Personenauto,FIAT,FIAT 500,20210109,hatchback,4,WIT,4,"1,368",M1
HR864N,Personenauto,TOYOTA,TOYOTA AYGO,20200911,hatchback,4,WIT,3,998,M1
